65841,500
48882,500
33711,500
33544,500
35293,500
13992,500
40502,500
28701,500
1650,500
17302,500
573,500
52840,500
56738,500
22463,500
32056,500
36425,500
19784,500
44555,500
34608,500
66126,500
57252,500
31979,500
56559,500
39879,500
40212,500
45973,500
18076,500
65960,500
46982,500
48524,500
50586,500
52122,500
61550,500
23165,500
25954,500
46849,500
41301,500
66615,500
52170,500
62535,500
18209,500
51891,500
64539,500
55389,500
25002,500
55690,500
66674,500
63981,500
23997,500
1500,500
42157,500
303,500
44536,500
63158,500
57650,500
65702,500
25373,500
43845,500
47498,500
64167,500
37517,500
50756,500
53757,500
32174,500
67373,500
32622,500
44029,500
1874,500
64879,500
44301,500
49636,500
29582,500
63891,500
57824,500
53206,500
64058,500
56313,500
63879,500
52852,500
58015,500
63320,500
66123,500
65523,500
38288,500
62829,500
52974,500
49035,500
10763,500
64779,500
44505,500
57044,500
29135,500
40241,500
38261,500
17554,500
61654,500
46149,500
58408,500
54585,500
1306,500
61286,500
67256,500
26718,500
54652,500
43173,500
66610,500
63622,500
32400,500
63724,500
51712,500
80,500
33253,500
59363,500
31995,500
40806,500
60242,500
44210,500
68267,500
30396,500
39540,500
51342,500
43563,500
1038,500
557,500
28935,500
47459,500
52365,500
55367,500
65022,500
35583,500
58180,500
53882,500
551,500
51080,500
26278,500
39832,500
60324,500
52676,500
52290,500
13695,500
53237,500
42746,500
57988,500
43866,500
46326,500
65507,500
50881,500
39036,500
24826,500
40897,500
36195,500
55695,500
51369,500
53497,500
56692,500
23250,500
17217,500
51883,500
50937,500
16547,500
59637,500
48774,500
30173,500
41475,500
65062,500
57669,500
64166,500
52249,500
52869,500
46976,500
67079,500
51195,500
60560,500
830,500
47137,500
62549,500
64165,500
51443,500
60811,500
227,500
49042,500
51905,500
41,500
39285,500
46661,500
29143,500
42170,500
52088,500
58327,500
67202,500
22036,500
15804,500
31046,500
49801,500
55025,500
40803,500
13682,500
17528,500
40288,500
55939,500
51123,500
58591,500
60594,500
64812,500
28553,500
35817,500
51141,500
25926,500
54857,500
24434,500
53609,500
54815,500
63224,500
60399,500
62881,500
47583,500
59306,500
67608,500
34153,500
60996,500
65830,500
924,500
2063,500
59058,500
2240,500
65252,500
66062,500
54116,500
29331,500
59528,500
46289,500
58908,500
46133,500
39329,500
63791,500
33354,500
56711,500
49432,500
52153,500
39620,500
50977,500
27704,500
35824,500
63100,500
59266,500
1968,500
57417,500
13725,500
61335,500
50942,500
28607,500
33030,500
17219,500
52779,500
29109,500
59179,500
63505,500
67598,500
2069,500
50785,500
65454,500
67528,500
43880,500
64481,500
43183,500
33339,500
52615,500
29206,500
56940,500
51555,500
63444,500
31372,500
64202,500
48421,500
33312,500
59109,500
61080,500
50104,500
2362,500
62758,500
55867,500
703,500
47933,500
34863,500
49452,500
55454,500
61556,500
53679,500
47893,500
42704,500
25355,500
51298,500
10460,500
1456,500
41092,500
25024,500
58299,500
18944,500
67485,500
35123,500
60510,500
10869,500
26183,500
47090,500
49767,500
55352,500
40822,500
62738,500
44502,500
60535,500
38190,500
18043,500
64864,500
10676,500
66871,500
60569,500
41995,500
27745,500
19754,500
47674,500
52861,500
67862,500
47243,500
26277,500
15333,500
56245,500
59632,500
62763,500
57359,500
189,500
49449,500
46335,500
14172,500
56305,500
24861,500
29893,500
45133,500
39365,500
29179,500
41306,500
46708,500
59683,500
24438,500
68318,500
48305,500
41643,500
10757,500
30419,500
37163,500
49655,500
35708,500
15921,500
35049,500
27714,500
37380,500
35515,500
64200,500
65947,500
1410,500
55413,500
62976,500
24151,500
65546,500
36294,500
64471,500
48477,500
15411,500
56101,500
58190,500
42168,500
13798,500
54129,500
14280,500
51691,500
43877,500
17889,500
25964,500
25370,500
67282,500
45928,500
40310,500
68187,500
52686,500
34484,500
35339,500
33090,1500
50103,500
58912,500
59774,500
35322,500
46860,500
18486,500
67461,500
2075,500
27142,500
40216,500
50032,500
14080,500
54303,500
56031,500
36512,500
56841,500
38655,500
67542,500
57023,500
44942,500
43063,500
68229,500
60709,500
46222,500
14277,500
63172,500
53773,500
63101,500
59388,500
35532,500
68056,500
63109,500
40901,500
62569,500
39591,500
67716,500
58267,500
42410,500
1651,500
50764,500
39944,500
44009,500
54466,500
63823,500
58189,500
27447,500
49159,500
51039,500
50472,500
54574,500
292,500
67917,500
10621,500
57577,500
52703,500
59370,500
41788,500
50898,500
34022,500
62222,500
49903,500
47352,500
15868,500
1449,500
784,500
32777,500
18165,500
64634,500
55912,500
52784,500
49204,500
